anime_id,name,genre,type,episodes,rating
16498,Shingeki no Kyojin,6.194746248526703,6.899247579529737,25,8.54
10030,Bakuman. 2nd Season,6.1311788771182965,6.899247579529737,25,8.53
5941,Cross Game,6.054482784234319,6.899247579529737,50,8.53
3784,Evangelion: 2.0 You Can (Not) Advance,5.812131035775766,6.334060552092609,1,8.53
13125,Shinsekai yori,5.9283101060186425,6.899247579529737,25,8.53
12029,Uchuu Senkan Yamato 2199,5.480879048815888,6.464966949952785,26,8.53
14397,Chihayafuru 2,6.098434881487035,6.899247579529737,25,8.52
10087,Fate/Zero,5.788893163440334,6.899247579529737,13,8.51
14719,JoJo no Kimyou na Bouken (TV),5.672554054310204,6.899247579529737,26,8.51
9756,Mahou Shoujo Madoka★Magica,5.909437499999999,6.899247579529737,12,8.51
10165,Nichijou,5.94233735767325,6.899247579529737,26,8.52
13601,Psycho-Pass,5.868204392565631,6.899247579529737,22,8.5
22789,Barakamon,5.799220322224161,6.899247579529737,12,8.5
30230,Diamond no Ace: Second Season,6.143908501660421,6.899247579529737,51,8.5
18115,Magi: The Kingdom of Magic,6.083667041323191,6.899247579529737,25,8.5
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,5.909437499999999,6.334060552092609,1,8.5
11917,Major: World Series,6.012614164200056,6.464966949952785,2,8.5
205,Samurai Champloo,5.915410205718081,6.899247579529737,26,8.5
32282,Shokugeki no Souma: Ni no Sara,6.311481481481482,6.899247579529737,13,8.5
6594,Katanagatari,6.364660683628598,6.899247579529737,12,8.49
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,5.909437499999999,6.334060552092609,1,8.49
7655,Major S6,6.012614164200056,6.899247579529737,25,8.49
2246,Mononoke,5.671830338195885,6.899247579529737,12,8.49
25835,Shirobako,6.015468865347705,6.899247579529737,24,8.49
2921,Ashita no Joe 2,6.092731227106228,6.899247579529737,47,8.48
136,Hunter x Hunter,6.265871638444516,6.899247579529737,62,8.48
30503,Noragami Aragoto,6.030692567887755,6.899247579529737,13,8.48
12531,Sakamichi no Apollon,6.1347897636419155,6.899247579529737,12,8.48
523,Tonari no Totoro,5.8906336113492515,6.334060552092609,1,8.48
467,Ghost in the Shell: Stand Alone Complex,5.738724580798739,6.899247579529737,26,8.47
572,Kaze no Tani no Nausicaä,6.121792865362486,6.334060552092609,1,8.47
19815,No Game No Life,5.988999345357165,6.899247579529737,12,8.47
2559,Romeo no Aoi Sora,6.09411250459952,6.899247579529737,33,8.47
392,Yuu☆Yuu☆Hakusho,6.009548186640928,6.899247579529737,112,8.47
486,Kino no Tabi: The Beautiful World,5.939160557087473,6.899247579529737,13,8.46
11771,Kuroko no Basket,6.143908501660421,6.899247579529737,25,8.46
1698,Nodame Cantabile,6.007303005681078,6.899247579529737,23,8.46
5341,Ookami to Koushinryou II,6.111367020916537,6.899247579529737,12,8.46
25781,Shingeki no Kyojin: Kuinaki Sentaku,5.8044476503580285,6.464966949952785,2,8.45
10863,Steins;Gate: Oukoubakko no Poriomania,6.2926829268292686,6.1549164851125635,1,8.46
28701,Fate/stay night: Unlimited Blade Works 2nd Season,5.945191453619756,6.899247579529737,13,8.45
5420,Kemono no Souja Erin,6.083097027972029,6.899247579529737,50,8.45
9260,Kizumonogatari I: Tekketsu-hen,5.448042328042329,6.334060552092609,1,8.45
32,Neon Genesis Evangelion: The End of Evangelion,5.495127712499753,6.334060552092609,1,8.45
4224,Toradora!,5.958253018254938,6.899247579529737,25,8.45
2236,Toki wo Kakeru Shoujo,6.128968228263709,6.334060552092609,1,8.44
2685,Tsubasa: Tokyo Revelations,6.121898816487275,6.464966949952785,3,8.44
31181,Owarimonogatari,5.9855023408382335,6.899247579529737,12,8.43
45,Rurouni Kenshin: Meiji Kenkaku Romantan,5.835113909421785,6.899247579529737,94,8.43
2418,Stranger: Mukou Hadan,5.788075854535748,6.334060552092609,1,8.43
1365,Detective Conan Movie 06: The Phantom of Baker Street,6.447142602805103,6.334060552092609,1,8.42
22297,Fate/stay night: Unlimited Blade Works,5.945191453619756,6.899247579529737,12,8.42
627,Major S1,6.131405067594487,6.899247579529737,26,8.42
10937,Mobile Suit Gundam: The Origin,5.543195147517512,6.464966949952785,6,8.42
23755,Nanatsu no Taizai,6.054750312213771,6.899247579529737,24,8.42
4081,Natsume Yuujinchou,5.865387440337441,6.899247579529737,13,8.42
4155,One Piece Film: Strong World,6.096295489551895,6.334060552092609,1,8.42
1889,Higurashi no Naku Koro ni Kai,5.922954822954823,6.899247579529737,24,8.41
137,Hunter x Hunter OVA,6.265871638444516,6.464966949952785,8,8.41
139,Hunter x Hunter: Greed Island Final,6.265871638444516,6.464966949952785,14,8.41
23317,Kuroshitsuji: Book of Murder,5.824686216695717,6.464966949952785,2,8.41
558,Major S2,6.131405067594487,6.899247579529737,26,8.41
5040,One Outs,5.690421245421246,6.899247579529737,25,8.41
57,Beck,6.004261620213156,6.899247579529737,26,8.4
33,Berserk,5.572735321638396,6.899247579529737,25,8.4
5,Cowboy Bebop: Tengoku no Tobira,5.887990159926998,6.334060552092609,1,8.4
1842,Major S3,6.224413410663412,6.899247579529737,26,8.4
6336,Mobile Suit Gundam Unicorn,5.4916584666058315,6.464966949952785,7,8.4
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,5.865387440337441,6.464966949952785,1,8.4
1210,NHK ni Youkoso!,5.778657509596929,6.899247579529737,24,8.4
338,Rose of Versailles,6.0975001046897175,6.899247579529737,40,8.4
13759,Sakurasou no Pet na Kanojo,6.002313953065489,6.899247579529737,24,8.4
6547,Angel Beats!,5.927710457190295,6.899247579529737,13,8.39
5081,Bakemonogatari,5.587531746031747,6.899247579529737,15,8.39
32867,Bungou Stray Dogs 2nd Season,6.03026455026455,6.899247579529737,12,8.39
264,Hajime no Ippo: Champion Road,6.115687526023419,6.1549164851125635,1,8.39
12859,One Piece Film: Z,6.096295489551895,6.334060552092609,1,8.39
853,Ouran Koukou Host Club,5.974612515614051,6.899247579529737,26,8.39
5460,Detective Conan Movie 13: The Raven Chaser,6.337023185561254,6.334060552092609,1,8.38
6746,Durarara!!,5.973199560746731,6.899247579529737,24,8.38
5690,Nodame Cantabile Finale,6.029799933929544,6.899247579529737,11,8.38
329,Planetes,5.815318042526579,6.899247579529737,26,8.38
34240,Shelter,5.9159489200952615,6.1549164851125635,1,8.38
513,Tenkuu no Shiro Laputa,6.081237896095877,6.334060552092609,1,8.38
6945,Gintama: Shiroyasha Koutan,6.059819988620127,6.1549164851125635,1,8.37
1142,Hachimitsu to Clover II,6.229615134368721,6.899247579529737,12,8.37
6811,InuYasha: Kanketsu-hen,5.7761429637305675,6.899247579529737,26,8.37
16664,Kaguya-hime no Monogatari,6.09175935828877,6.334060552092609,1,8.37
1604,Katekyo Hitman Reborn!,6.164979306269293,6.899247579529737,203,8.37
22145,Kuroshitsuji: Book of Circus,5.705374660219078,6.899247579529737,10,8.37
2966,Ookami to Koushinryou,6.111367020916537,6.899247579529737,13,8.37
31964,Boku no Hero Academia,6.1776977307297205,6.899247579529737,13,8.36
19363,Gin no Saji 2nd Season,6.078697462699382,6.899247579529737,11,8.36
18195,Little Busters!: Refrain,5.929190198983146,6.899247579529737,13,8.36
9890,Major: Message,6.012614164200056,6.464966949952785,1,8.36
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,6.362842997058249,6.464966949952785,13,8.36
9863,SKET Dance,6.189576414912307,6.899247579529737,77,8.36
7674,Bakuman.,6.115385938721832,6.899247579529737,25,8.35
11843,Danshi Koukousei no Nichijou,6.078697462699382,6.899247579529737,12,8.35
16782,Kotonoha no Niwa,5.752077651515152,6.334060552092609,1,8.35
28675,Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen,5.765756132756134,6.334060552092609,1,8.35
3226,Major S4,6.131405067594487,6.899247579529737,26,8.35
21557,Omoide no Marnie,5.932268518518519,6.334060552092609,1,8.35
31715,Working!!!: Lord of the Takanashi,5.868146881482775,6.1549164851125635,1,8.34
43,Ghost in the Shell,5.834173298747458,6.334060552092609,1,8.34
9617,K-On! Movie,5.784990876993437,6.334060552092609,1,8.34
31051,Kuroko no Basket: Saikou no Present Desu,6.1346814165917944,6.1549164851125635,1,8.34
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,6.044439427921418,6.334060552092609,1,8.34
1033,Sennen Joyuu,6.073249579014508,6.334060552092609,1,8.34
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,6.2926829268292686,6.1549164851125635,1,8.34
3091,xxxHOLiC Kei,5.84255140450294,6.899247579529737,13,8.34
12115,Berserk: Ougon Jidai-hen III - Kourin,5.52459480182044,6.334060552092609,1,8.33
28223,Death Parade,6.0726338383838385,6.899247579529737,12,8.33
121,Fullmetal Alchemist,5.869284117163921,6.899247579529737,51,8.33
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,5.907680652680654,6.899247579529737,26,8.33
138,Hunter x Hunter: Greed Island,6.265871638444516,6.464966949952785,8,8.33
6675,Redline,5.864935578419127,6.334060552092609,1,8.33
10800,Chihayafuru,6.098434881487035,6.899247579529737,25,8.32
32005,Detective Conan Movie 20: The Darkest Nightmare,6.337023185561254,6.334060552092609,1,8.32
813,Dragon Ball Z,6.350500422257449,6.899247579529737,291,8.32
27821,Fate/stay night: Unlimited Blade Works - Prologue,5.945191453619756,6.1549164851125635,1,8.32
28725,Kokoro ga Sakebitagatterunda.,6.137709706959707,6.334060552092609,1,8.32
585,Mimi wo Sumaseba,6.0348408058186545,6.334060552092609,1,8.32
16067,Nagi no Asukara,6.057398018648019,6.899247579529737,26,8.32
30,Neon Genesis Evangelion,5.548518376768662,6.899247579529737,26,8.32
31490,One Piece Film: Gold,6.096295489551895,6.334060552092609,1,8.32
759,Tokyo Godfathers,6.015468865347705,6.334060552092609,1,8.32
6,Trigun,5.914405863386487,6.899247579529737,26,8.32
6864,xxxHOLiC Rou,6.052063492063493,6.464966949952785,2,8.32
9735,Gintama: Shinyaku Benizakura-hen,5.953125388696917,6.1549164851125635,1,8.31
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,5.909437499999999,6.334060552092609,1,8.31
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,6.066377289816709,6.899247579529737,13,8.31
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,6.028983822319716,6.464966949952785,1,8.31
962,Aria The Natural,6.074210150283322,6.899247579529737,26,8.3
1519,Black Lagoon: The Second Barrage,5.9010691823899375,6.899247579529737,12,8.3
2167,Clannad,5.929190198983146,6.899247579529737,23,8.3
16706,Kami nomi zo Shiru Sekai: Megami-hen,5.968945848947385,6.899247579529737,12,8.3
5681,Summer Wars,5.963872946023127,6.334060552092609,1,8.3
3901,Baccano! Specials,5.992421290039292,6.1549164851125635,3,8.29
6467,Detective Conan Movie 14: The Lost Ship in the Sky,6.337023185561254,6.334060552092609,1,8.29
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,5.907680652680654,6.899247579529737,26,8.29
22507,Initial D Final Stage,5.851857142857142,6.899247579529737,4,8.29
3701,Kaiba,6.219467694075675,6.899247579529737,12,8.29
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,6.1545800925871195,6.1549164851125635,1,8.29
33255,Saiki Kusuo no Ψ-nan (TV),6.033075168327088,6.899247579529737,120,8.29
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,5.957864200907147,6.334060552092609,1,8.28
265,Hajime no Ippo: Mashiba vs. Kimura,6.115687526023419,6.464966949952785,1,8.28
25681,Kamisama Hajimemashita◎,5.567616490284436,6.899247579529737,12,8.28
4722,Skip Beat!,5.972012210451631,6.899247579529737,25,8.28
24277,Yowamushi Pedal: Grande Road,6.131405067594487,6.899247579529737,24,8.28
239,Gankutsuou,6.173610106018643,6.899247579529737,24,8.27
512,Majo no Takkyuubin,6.025337243570063,6.334060552092609,1,8.27
4477,Nodame Cantabile: Paris-hen,5.973052068355757,6.899247579529737,11,8.27
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,6.1545800925871195,6.1549164851125635,1,8.27
31174,Osomatsu-san,6.106190019193858,6.899247579529737,25,8.27
23327,Space☆Dandy 2nd Season,5.585915297348751,6.899247579529737,13,8.27
5365,Tsumiki no Ie,6.178557692307693,6.334060552092609,1,8.27
3702,Detroit Metal City,5.804456012459852,6.464966949952785,12,8.26
3167,Eve no Jikan,5.910713229859571,6.1549164851125635,6,8.26
7465,Eve no Jikan (Movie),5.910713229859571,6.334060552092609,1,8.26
7054,Kaichou wa Maid-sama!,5.984515644517565,6.899247579529737,26,8.26
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,6.273030999508308,6.464966949952785,13,8.26
23283,Zankyou no Terror,5.793846153846154,6.899247579529737,11,8.26
2025,Darker than Black: Kuro no Keiyakusha,6.233920204531443,6.899247579529737,25,8.25
235,Detective Conan,6.328190089921625,6.899247579529737,12,8.25
1364,Detective Conan Movie 05: Countdown to Heaven,6.328190089921625,6.334060552092609,1,8.25
18689,Diamond no Ace,6.143908501660421,6.899247579529737,75,8.25
22043,Fairy Tail (2014),6.045119207500612,6.899247579529737,102,8.25
31988,Hibike! Euphonium 2,6.054553702470369,6.899247579529737,13,8.25
20899,JoJo no Kimyou na Bouken: Stardust Crusaders,6.060265592771742,6.899247579529737,24,8.25
1453,Maison Ikkoku,5.945749584189004,6.899247579529737,96,8.25
23623,Non Non Biyori Repeat,5.953419684921605,6.899247579529737,12,8.26
1559,Shijou Saikyou no Deshi Kenichi,6.3868401885700266,6.899247579529737,50,8.25
1382,Yuusha-Ou GaoGaiGar Final,6.108641249277634,6.464966949952785,8,8.25
23289,Gekkan Shoujo Nozaki-kun,6.028983822319716,6.899247579529737,12,8.24
18,Initial D Fourth Stage,5.909920163798466,6.899247579529737,24,8.24
16662,Kaze Tachinu,6.126813348416289,6.334060552092609,1,8.24
12031,Kingdom,5.6257551794302625,6.899247579529737,38,8.24
8129,Kuragehime,6.034242785082266,6.899247579529737,11,8.24
14513,Magi: The Labyrinth of Magic,6.083667041323191,6.899247579529737,25,8.24
2581,Mobile Suit Gundam 00,5.4916584666058315,6.899247579529737,25,8.24
30015,ReLIFE,5.993544011544011,6.899247579529737,13,8.24
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,6.362842997058249,6.464966949952785,13,8.24
1827,Seirei no Moribito,6.063734945444839,6.899247579529737,26,8.24
25013,Akatsuki no Yona,5.961424763056168,6.899247579529737,24,8.23
1367,Detective Conan Movie 08: Magician of the Silver Sky,6.328190089921625,6.334060552092609,1,8.23
27833,Durarara!!x2 Ketsu,5.973199560746731,6.899247579529737,12,8.23
26213,Free!: Eternal Summer Special,5.94233735767325,6.1549164851125635,1,8.23
1974,Glass no Kamen (2005),6.014834401709402,6.899247579529737,51,8.23
8425,Gosick,6.230248900201106,6.899247579529737,24,8.23
12069,Hajime no Ippo: Boxer no Kobushi,6.131405067594487,6.1549164851125635,1,8.23
185,Initial D First Stage,5.909920163798466,6.899247579529737,26,8.23
18679,Kill la Kill,6.100177718967706,6.899247579529737,24,8.23
2034,Lovely★Complex,5.903163716499609,6.899247579529737,24,8.23
437,Perfect Blue,5.284554288321168,6.334060552092609,1,8.23
721,Princess Tutu,5.92937910050602,6.899247579529737,38,8.23
12477,Sakasama no Patema,6.031016260162602,6.334060552092609,1,8.23
4938,Tsubasa: Shunraiki,6.078557764783404,6.464966949952785,2,8.23
2402,Ashita no Joe,6.092731227106228,6.899247579529737,79,8.22
6702,Fairy Tail,6.045119207500612,6.899247579529737,175,8.22
1566,Ghost in the Shell: Stand Alone Complex - Solid State Society,5.8595718903724645,6.1549164851125635,1,8.22
31741,Magi: Sinbad no Bouken (TV),6.083667041323191,6.899247579529737,13,8.22
440,Shoujo Kakumei Utena,5.773749368686868,6.899247579529737,39,8.22
4107,Tengen Toppa Gurren Lagann Movie: Gurren-hen,5.737802430685494,6.334060552092609,1,8.22
1506,Detective Conan Movie 10: Requiem of the Detectives,6.328190089921625,6.334060552092609,1,8.21
2759,Evangelion: 1.0 You Are (Not) Alone,5.812131035775766,6.334060552092609,1,8.21
72,Full Metal Panic? Fumoffu,5.965474388357451,6.899247579529737,12,8.21
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,5.480879048815888,6.334060552092609,1,8.21
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,6.121631274909577,6.334060552092609,1,8.21
3927,Mobile Suit Gundam 00 Second Season,5.4916584666058315,6.899247579529737,25,8.21
11597,Nisemonogatari,5.9855023408382335,6.899247579529737,11,8.21
28025,Tsukimonogatari,5.9855023408382335,6.899247579529737,4,8.21
24833,Ansatsu Kyoushitsu (TV),6.096050235712532,6.899247579529737,22,8.2
29893,Aria The Avvenire,6.074210150283322,6.1549164851125635,3,8.2
27663,Baby Steps 2nd Season,6.182313492063493,6.899247579529737,25,8.2
1482,D.Gray-man,6.102894720341828,6.899247579529737,103,8.2
3371,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari",5.306459387942937,6.464966949952785,24,8.2
25313,Gintama: Jump Festa 2014 Special,5.953125388696917,6.1549164851125635,1,8.2
1430,Lupin III: Cagliostro no Shiro,6.198702394418034,6.334060552092609,1,8.2
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,5.688990159926999,6.899247579529737,25,8.2
7720,Ookiku Furikabutte: Natsu no Taikai-hen,5.929642400146239,6.899247579529737,13,8.2
1914,Saiunkoku Monogatari 2nd Season,6.079400969060259,6.899247579529737,39,8.2
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,5.829396575646576,6.334060552092609,1,8.19
2164,Dennou Coil,6.180561701399622,6.899247579529737,26,8.19
237,Eureka Seven,6.012285693722078,6.899247579529737,50,8.19
2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,5.935085049720043,6.1549164851125635,1,8.19
10643,Gintama: Dai Hanseikai,5.7282129341252315,6.1549164851125635,1,8.19
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,5.94233735767325,6.464966949952785,2,8.19
135,Hikaru no Go,5.990023220275139,6.899247579529737,75,8.19
6045,Kimi ni Todoke,5.957935786435786,6.899247579529737,25,8.19
16001,Kokoro Connect: Michi Random,5.929190198983146,6.1549164851125635,4,8.19
6211,Tokyo Magnitude 8.0,6.178557692307693,6.899247579529737,11,8.19
232,Cardcaptor Sakura,6.028963250137864,6.899247579529737,70,8.18
4789,ef: A Tale of Melodies.,6.072171169108669,6.899247579529737,12,8.18
16918,Gin no Saji,6.078697462699382,6.899247579529737,11,8.18
16,Hachimitsu to Clover,6.1353063603734705,6.899247579529737,24,8.18
1486,Kodomo no Omocha (TV),5.972012210451631,6.899247579529737,102,8.18
24997,Love Live! The School Idol Movie,5.9103880070546735,6.334060552092609,1,8.18
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,5.929568181818182,6.464966949952785,3,8.18
25879,Working!!!,5.868146881482775,6.899247579529737,13,8.18
889,Black Lagoon,5.9010691823899375,6.899247579529737,12,8.17
21419,Detective Conan Movie 18: The Sniper from Another Dimension,6.337023185561254,6.334060552092609,1,8.17
2952,Final Fantasy VII: Advent Children Complete,6.102465257516015,6.464966949952785,1,8.17
934,Higurashi no Naku Koro ni,5.795063858363858,6.899247579529737,26,8.17
12189,Hyouka,6.1717291967291965,6.899247579529737,22,8.17
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,6.066601224896705,6.1549164851125635,1,8.17
1530,Kanon (2006),5.873547431734932,6.899247579529737,24,8.17
9656,Kimi ni Todoke 2nd Season,5.957935786435786,6.899247579529737,12,8.17
20507,Noragami,6.030692567887755,6.899247579529737,12,8.17
31149,Persona 3 the Movie 4: Winter of Rebirth,5.838336539246917,6.334060552092609,1,8.17
4918,xxxHOLiC Shunmuki,5.84255140450294,6.464966949952785,2,8.17
14075,Zetsuen no Tempest,5.9941701992975585,6.899247579529737,24,8.17
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,6.028739474075366,6.1549164851125635,1,8.16
781,Detective Conan Movie 03: The Last Wizard of the Century,6.328190089921625,6.334060552092609,1,8.16
1363,Detective Conan Movie 04: Captured in Her Eyes,6.328190089921625,6.334060552092609,1,8.16
223,Dragon Ball,6.43967187628149,6.899247579529737,153,8.16
2004,Hanada Shounen-shi,5.835142441331861,6.899247579529737,25,8.16
153,Juuni Kokuki,5.898825771481921,6.899247579529737,45,8.16
5029,Major Movie: Yuujou no Winning Shot,6.103384745931916,6.334060552092609,1,8.16
302,Mirai Shounen Conan,6.169957637684945,6.899247579529737,26,8.16
