anime_id,name,genre,type,episodes,rating
21329,Mushishi Special: Hihamukage,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Others,1,8.66
31043,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",TV,12,8.65
7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",TV,11,8.65
3297,Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,8.64
30709,Kamisama Hajimemashita: Kako-hen,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,4,8.64
6114,Rainbow: Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller",TV,26,8.64
31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25,8.64
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,"Action, Mecha, Sci-Fi, Space, Super Power",Movie,1,8.64
5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.64
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",TV,11,8.62
24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25,8.62
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller",Movie,1,8.61
10408,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",Movie,1,8.61
28171,Shokugeki no Souma,"Ecchi, School, Shounen",TV,24,8.61
32995,Yuri!!! on Ice,"Comedy, Sports",TV,12,8.61
21899,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,2,8.6
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.6
7472,Gintama Movie: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1,8.59
777,Hellsing Ultimate,"Action, Horror, Military, Seinen, Supernatural, Vampire",OVA,10,8.59
22535,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,8.59
28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei",TV,13,8.59
12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,8.59
28805,Bakemono no Ko,"Adventure, Supernatural",Movie,1,8.58
578,Hotaru no Haka,"Drama, Historical",Movie,1,8.58
16894,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25,8.58
5028,Major S5,"Comedy, Drama, Romance, Sports",TV,25,8.58
21,One Piece,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",TV,12,8.58
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",TV,26,8.57
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,39,8.57
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1,8.57
17389,Kingdom 2nd Season,"Action, Historical, Military, Seinen",TV,39,8.57
170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,101,8.56
10162,Usagi Drop,"Josei, Slice of Life",TV,11,8.56
18617,Girls und Panzer der Film,"Military, School",Movie,1,8.55
32182,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",TV,12,8.55
877,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47,8.55
2251,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,13,8.54
24687,Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Others,1,8.54
16498,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",TV,25,8.54
10030,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.53
5941,Cross Game,"Comedy, Drama, Romance, School, Sports",TV,50,8.53
3784,Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi",Movie,1,8.53
13125,Shinsekai yori,"Drama, Horror, Mystery, Sci-Fi, Supernatural",TV,25,8.53
12029,Uchuu Senkan Yamato 2199,"Action, Drama, Military, Sci-Fi, Space",OVA,26,8.53
14397,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.52
10087,Fate/Zero,"Action, Fantasy, Supernatural",TV,13,8.51
14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26,8.51
9756,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",TV,12,8.51
10165,Nichijou,"Comedy, School, Slice of Life",TV,26,8.52
13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22,8.5
22789,Barakamon,"Comedy, Slice of Life",TV,12,8.5
30230,Diamond no Ace: Second Season,"Comedy, School, Shounen, Sports",TV,51,8.5
18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.5
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.5
11917,Major: World Series,"Comedy, Drama, Sports",OVA,2,8.5
205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,8.5
32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",TV,13,8.5
6594,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",TV,12,8.49
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.49
7655,Major S6,"Comedy, Drama, Sports",TV,25,8.49
2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",TV,12,8.49
25835,Shirobako,"Comedy, Drama",TV,24,8.49
2921,Ashita no Joe 2,"Drama, Sports",TV,47,8.48
136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,62,8.48
30503,Noragami Aragoto,"Action, Adventure, Shounen, Supernatural",TV,13,8.48
12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",TV,12,8.48
523,Tonari no Totoro,"Adventure, Comedy, Supernatural",Movie,1,8.48
467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",TV,26,8.47
572,Kaze no Tani no Nausicaä,"Adventure, Fantasy",Movie,1,8.47
19815,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",TV,12,8.47
2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",TV,33,8.47
392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,112,8.47
486,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",TV,13,8.46
11771,Kuroko no Basket,"Comedy, School, Shounen, Sports",TV,25,8.46
1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",TV,23,8.46
5341,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",TV,12,8.46
25781,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",OVA,2,8.45
10863,Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Thriller",Others,1,8.46
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",TV,13,8.45
5420,Kemono no Souja Erin,"Drama, Fantasy",TV,50,8.45
9260,Kizumonogatari I: Tekketsu-hen,"Mystery, Supernatural, Vampire",Movie,1,8.45
32,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",Movie,1,8.45
4224,Toradora!,"Comedy, Romance, School, Slice of Life",TV,25,8.45
2236,Toki wo Kakeru Shoujo,"Adventure, Drama, Romance, Sci-Fi",Movie,1,8.44
2685,Tsubasa: Tokyo Revelations,"Action, Adventure, Drama, Fantasy, Romance, Shounen",OVA,3,8.44
31181,Owarimonogatari,"Comedy, Mystery, Supernatural",TV,12,8.43
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",TV,94,8.43
2418,Stranger: Mukou Hadan,"Action, Adventure, Historical, Samurai",Movie,1,8.43
1365,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen",Movie,1,8.42
22297,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural",TV,12,8.42
627,Major S1,"Comedy, Drama, Shounen, Sports",TV,26,8.42
10937,Mobile Suit Gundam: The Origin,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,8.42
23755,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,24,8.42
4081,Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.42
4155,One Piece Film: Strong World,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.42
1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",TV,24,8.41
137,Hunter x Hunter OVA,"Action, Adventure, Shounen, Super Power",OVA,8,8.41
139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Shounen, Super Power",OVA,14,8.41
23317,Kuroshitsuji: Book of Murder,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural",OVA,2,8.41
558,Major S2,"Comedy, Drama, Shounen, Sports",TV,26,8.41
5040,One Outs,"Psychological, Seinen, Sports",TV,25,8.41
57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,8.4
33,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,8.4
5,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1,8.4
1842,Major S3,"Drama, Shounen, Sports",TV,26,8.4
6336,Mobile Suit Gundam Unicorn,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,7,8.4
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",OVA,1,8.4
1210,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",TV,24,8.4
338,Rose of Versailles,"Adventure, Drama, Historical, Romance, Shoujo",TV,40,8.4
13759,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24,8.4
6547,Angel Beats!,"Action, Comedy, Drama, School, Supernatural",TV,13,8.39
5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",TV,15,8.39
32867,Bungou Stray Dogs 2nd Season,"Mystery, Seinen, Supernatural",TV,12,8.39
264,Hajime no Ippo: Champion Road,"Comedy, Shounen, Sports",Others,1,8.39
12859,One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.39
853,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",TV,26,8.39
5460,Detective Conan Movie 13: The Raven Chaser,"Action, Mystery, Police, Shounen",Movie,1,8.38
6746,Durarara!!,"Action, Mystery, Supernatural",TV,24,8.38
5690,Nodame Cantabile Finale,"Comedy, Josei, Music, Romance",TV,11,8.38
329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,8.38
34240,Shelter,"Music, Sci-Fi",Others,1,8.38
513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",Movie,1,8.38
6945,Gintama: Shiroyasha Koutan,"Action, Comedy, Historical, Parody, Sci-Fi",Others,1,8.37
1142,Hachimitsu to Clover II,"Drama, Josei, Romance",TV,12,8.37
6811,InuYasha: Kanketsu-hen,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26,8.37
16664,Kaguya-hime no Monogatari,"Fantasy, Historical",Movie,1,8.37
1604,Katekyo Hitman Reborn!,"Action, Comedy, Shounen, Super Power",TV,203,8.37
22145,Kuroshitsuji: Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,10,8.37
2966,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",TV,13,8.37
31964,Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",TV,13,8.36
19363,Gin no Saji 2nd Season,"Comedy, School, Shounen, Slice of Life",TV,11,8.36
18195,Little Busters!: Refrain,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13,8.36
9890,Major: Message,"Comedy, Drama, Sports",OVA,1,8.36
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13,8.36
9863,SKET Dance,"Comedy, School, Shounen",TV,77,8.36
7674,Bakuman.,"Comedy, Romance, Shounen",TV,25,8.35
11843,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12,8.35
16782,Kotonoha no Niwa,"Drama, Psychological, Romance, Slice of Life",Movie,1,8.35
28675,Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen,"Fantasy, Slice of Life, Supernatural",Movie,1,8.35
3226,Major S4,"Comedy, Drama, Shounen, Sports",TV,26,8.35
21557,Omoide no Marnie,"Drama, Mystery, Psychological",Movie,1,8.35
31715,Working!!!: Lord of the Takanashi,"Comedy, Romance, Slice of Life",Others,1,8.34
43,Ghost in the Shell,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,8.34
9617,K-On! Movie,"Comedy, Music, Slice of Life",Movie,1,8.34
31051,Kuroko no Basket: Saikou no Present Desu,"Action, School, Shounen, Sports",Others,1,8.34
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,"Action, Comedy, Drama, Magic, Super Power",Movie,1,8.34
1033,Sennen Joyuu,"Action, Adventure, Drama, Fantasy, Historical, Romance",Movie,1,8.34
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"Sci-Fi, Thriller",Others,1,8.34
3091,xxxHOLiC Kei,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,13,8.34
12115,Berserk: Ougon Jidai-hen III - Kourin,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,8.33
28223,Death Parade,"Drama, Game, Mystery, Psychological, Thriller",TV,12,8.33
121,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,8.33
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"Game, Psychological, Seinen, Thriller",TV,26,8.33
138,Hunter x Hunter: Greed Island,"Action, Adventure, Shounen, Super Power",OVA,8,8.33
6675,Redline,"Action, Cars, Sci-Fi, Sports",Movie,1,8.33
10800,Chihayafuru,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.32
32005,Detective Conan Movie 20: The Darkest Nightmare,"Action, Mystery, Police, Shounen",Movie,1,8.32
813,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,291,8.32
27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Others,1,8.32
28725,Kokoro ga Sakebitagatterunda.,"Drama, Romance, School",Movie,1,8.32
585,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",Movie,1,8.32
16067,Nagi no Asukara,"Drama, Fantasy, Romance",TV,26,8.32
30,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,8.32
31490,One Piece Film: Gold,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.32
759,Tokyo Godfathers,"Comedy, Drama",Movie,1,8.32
6,Trigun,"Action, Comedy, Sci-Fi",TV,26,8.32
6864,xxxHOLiC Rou,"Mystery, Supernatural",OVA,2,8.32
9735,Gintama: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Others,1,8.31
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.31
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",TV,13,8.31
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"Comedy, Romance, School",OVA,1,8.31
962,Aria The Natural,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,26,8.3
1519,Black Lagoon: The Second Barrage,"Action, Seinen",TV,12,8.3
2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23,8.3
16706,Kami nomi zo Shiru Sekai: Megami-hen,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.3
5681,Summer Wars,"Comedy, Sci-Fi",Movie,1,8.3
3901,Baccano! Specials,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Others,3,8.29
6467,Detective Conan Movie 14: The Lost Ship in the Sky,"Action, Mystery, Police, Shounen",Movie,1,8.29
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,"Game, Psychological, Seinen, Thriller",TV,26,8.29
22507,Initial D Final Stage,"Cars, Seinen, Sports",TV,4,8.29
3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",TV,12,8.29
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Others,1,8.29
33255,Saiki Kusuo no Ψ-nan (TV),"Comedy, School, Shounen, Supernatural",TV,120,8.29
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,8.28
265,Hajime no Ippo: Mashiba vs. Kimura,"Comedy, Shounen, Sports",OVA,1,8.28
25681,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,12,8.28
4722,Skip Beat!,"Comedy, Drama, Romance, Shoujo",TV,25,8.28
24277,Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports",TV,24,8.28
239,Gankutsuou,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,8.27
512,Majo no Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance",Movie,1,8.27
4477,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,8.27
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Others,1,8.27
31174,Osomatsu-san,"Comedy, Parody",TV,25,8.27
23327,Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space",TV,13,8.27
5365,Tsumiki no Ie,Drama,Movie,1,8.27
3702,Detroit Metal City,"Comedy, Music",OVA,12,8.26
3167,Eve no Jikan,"Sci-Fi, Slice of Life",Others,6,8.26
7465,Eve no Jikan (Movie),"Sci-Fi, Slice of Life",Movie,1,8.26
7054,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",TV,26,8.26
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"Adventure, Sci-Fi, Shounen",OVA,13,8.26
23283,Zankyou no Terror,"Psychological, Thriller",TV,11,8.26
2025,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",TV,25,8.25
235,Detective Conan,"Adventure, Comedy, Mystery, Police, Shounen",TV,12,8.25
1364,Detective Conan Movie 05: Countdown to Heaven,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.25
18689,Diamond no Ace,"Comedy, School, Shounen, Sports",TV,75,8.25
22043,Fairy Tail (2014),"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,8.25
31988,Hibike! Euphonium 2,"Drama, Music, School",TV,13,8.25
20899,JoJo no Kimyou na Bouken: Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.25
1453,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",TV,96,8.25
23623,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",TV,12,8.26
1559,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",TV,50,8.25
1382,Yuusha-Ou GaoGaiGar Final,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,8,8.25
23289,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12,8.24
18,Initial D Fourth Stage,"Action, Cars, Drama, Seinen, Sports",TV,24,8.24
16662,Kaze Tachinu,"Drama, Historical, Romance",Movie,1,8.24
12031,Kingdom,"Action, Historical, Military, Seinen",TV,38,8.24
8129,Kuragehime,"Comedy, Josei, Slice of Life",TV,11,8.24
14513,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.24
2581,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.24
30015,ReLIFE,"Romance, School, Slice of Life",TV,13,8.24
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13,8.24
1827,Seirei no Moribito,"Action, Adventure, Fantasy, Historical",TV,26,8.24
25013,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24,8.23
1367,Detective Conan Movie 08: Magician of the Silver Sky,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.23
27833,Durarara!!x2 Ketsu,"Action, Mystery, Supernatural",TV,12,8.23
26213,Free!: Eternal Summer Special,"Comedy, School, Slice of Life",Others,1,8.23
1974,Glass no Kamen (2005),"Drama, Shoujo",TV,51,8.23
8425,Gosick,"Drama, Historical, Mystery, Romance",TV,24,8.23
12069,Hajime no Ippo: Boxer no Kobushi,"Comedy, Drama, Shounen, Sports",Others,1,8.23
185,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26,8.23
18679,Kill la Kill,"Action, Comedy, School, Super Power",TV,24,8.23
2034,Lovely★Complex,"Comedy, Romance, Shoujo",TV,24,8.23
437,Perfect Blue,"Dementia, Drama, Horror, Psychological",Movie,1,8.23
721,Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,38,8.23
12477,Sakasama no Patema,"Sci-Fi, Seinen",Movie,1,8.23
4938,Tsubasa: Shunraiki,"Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural",OVA,2,8.23
2402,Ashita no Joe,"Drama, Sports",TV,79,8.22
